huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
False,|B-ORG|,|O|,|ELNÖK|,|ELNÖK|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|O|,|Kanász-Nagy|,|Kanász-Nagy|
False,|I-PER|,|O|,|Máté|,|Máté|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-ORG|,|O|,|ELTE|,|ELTE|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|B-ORG|,|O|,|ZSÓFIA|,|ZSÓFIA|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Orbán|,|Orbán|
False,|B-MISC|,|O|,|Nagyívű|,|Nagyívű|
False,|I-MISC|,|O|,"|,|","|,|"
False,|I-MISC|,|O|,|nagyívű|,|nagyívű|
False,|I-MISC|,|O|,|!|,|!|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|HALÁSZ|,|HALÁSZ|
False,|I-PER|,|O|,|JÁNOS|,|JÁNOS|
False,|B-PER|,|O|,|HALÁSZ|,|HALÁSZ|
False,|I-PER|,|O|,|JÁNOS|,|JÁNOS|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|Fidesz-KDNP-kormánynak|,|Fidesz-KDNP-kormánynak|
False,|B-ORG|,|O|,|Országgyűlésbe|,|Országgyűlésbe|
False,|B-PER|,|O|,|Hangsúlyozom|,|Hangsúlyozom|
False,|B-PER|,|O|,|Gyurcsány|,|Gyurcsány|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|RÉPÁSSY|,|RÉPÁSSY|
False,|I-PER|,|O|,|RÓBERT|,|RÓBERT|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|Országgyűlésben|,|Országgyűlésben|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Lukács|,|Lukács|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Brenner|,|Brenner|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|O|,|HALÁSZ|,|HALÁSZ|
False,|I-PER|,|O|,|JÁNOS|,|JÁNOS|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Lukács|,|Lukács|
False,|B-PER|,|O|,|Orbán|,|Orbán|
False,|B-PER|,|O|,|Gyurcsányék|,|Gyurcsányék|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Lukács|,|Lukács|
False,|B-PER|,|O|,|Volnerrel|,|Volnerrel|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Brenner|,|Brenner|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-PER|,|O|,|Répássy|,|Répássy|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|RÉPÁSSY|,|RÉPÁSSY|
False,|I-PER|,|O|,|RÓBERT|,|RÓBERT|
False,|B-PER|,|O|,|Háznak|,|Háznak|
False,|B-MISC|,|B-ORG|,|Magyar|,|Magyar|
False,|I-MISC|,|I-ORG|,|Közlöny|,|Közlöny|
False,|B-MISC|,|B-ORG|,|Hivatalos|,|Hivatalos|
False,|I-MISC|,|I-ORG|,|Értesítőben|,|Értesítőben|
False,|B-ORG|,|O|,|Országgyűlésbe|,|Országgyűlésbe|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-ORG|,|O|,|LMP-nek|,|LMP-nek|
False,|B-ORG|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-ORG|,|O|,|Momentum|,|Momentum|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-MISC|,|O|,|Veszélyben|,|Veszélyben|
False,|I-MISC|,|O|,|van|,|van|
False,|I-MISC|,|O|,|a|,|a|
False,|I-MISC|,|O|,|rezsicsökkentés|,|rezsicsökkentés|
False,|I-MISC|,|O|,|?|,|?|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|VEJKEY|,|VEJKEY|
False,|I-ORG|,|O|,|IMRE|,|IMRE|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|VEJKEY|,|VEJKEY|
False,|I-ORG|,|O|,|IMRE|,|IMRE|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-ORG|,|B-LOC|,|Oroszország|,|Oroszország|
False,|B-ORG|,|B-LOC|,|Magyarországot|,|Magyarországot|
False,|O|,|B-ORG|,|Magyar|,|Magyar|
False,|O|,|I-ORG|,|kormány|,|kormány|
False,|B-ORG|,|O|,|Brüsszelnek|,|Brüsszelnek|
False,|B-LOC|,|O|,|Brüsszel|,|Brüsszel|
False,|B-LOC|,|O|,|Brüsszel|,|Brüsszel|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|I-PER|,|O|,|ZSÓFIA|,|ZSÓFIA|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Magyarországnak|,|Magyarországnak|
False,|B-ORG|,|B-LOC|,|Európának|,|Európának|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|VEJKEY|,|VEJKEY|
False,|I-ORG|,|O|,|IMRE|,|IMRE|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|O|,|B-PER|,|Államtitkár|,|Államtitkár|
False,|O|,|I-PER|,|Asszony|,|Asszony|
False,|B-LOC|,|O|,|Brüsszel|,|Brüsszel|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|I-PER|,|O|,|ZSÓFIA|,|ZSÓFIA|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-MISC|,|B-PER|,|Miniszter|,|Miniszter|
False,|I-MISC|,|I-PER|,|Úr|,|Úr|
False,|I-MISC|,|O|,|?|,|?|
False,|B-PER|,|O|,|SEBIÁN-PETROVSZKI|,|SEBIÁN-PETROVSZKI|
False,|I-PER|,|O|,|LÁSZLÓ|,|LÁSZLÓ|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|O|,|SEBIÁN-PETROVSZKI|,|SEBIÁN-PETROVSZKI|
False,|I-PER|,|O|,|LÁSZLÓ|,|LÁSZLÓ|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-MISC|,|O|,|Rezsivédelmi|,|Rezsivédelmi|
False,|B-ORG|,|O|,|Kormányinfón|,|Kormányinfón|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-ORG|,|O|,|Rezsivédelmi|,|Rezsivédelmi|
False,|I-ORG|,|O|,|és|,|és|
False,|I-ORG|,|O|,|a|,|a|
False,|I-ORG|,|B-ORG|,|Honvédelmi|,|Honvédelmi|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|FÓNAGY|,|FÓNAGY|
False,|I-PER|,|O|,|JÁNOS|,|JÁNOS|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-MISC|,|O|,|Kinek|,|Kinek|
False,|I-MISC|,|O|,|a|,|a|
False,|I-MISC|,|O|,|családját|,|családját|
False,|B-ORG|,|O|,|Rezsivédelmi|,|Rezsivédelmi|
False,|I-ORG|,|O|,|és|,|és|
False,|I-ORG|,|B-ORG|,|Honvédelmi|,|Honvédelmi|
False,|B-MISC|,|O|,|Kaszinók|,|Kaszinók|
False,|I-MISC|,|O|,|?|,|?|
False,|B-PER|,|O|,|SEBIÁN-PETROVSZKI|,|SEBIÁN-PETROVSZKI|
False,|I-PER|,|O|,|LÁSZLÓ|,|LÁSZLÓ|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|O|,|Mészáros|,|Mészáros|
False,|B-PER|,|O|,|Orbán|,|Orbán|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|O|,|Úr|,|Úr|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Fónagy|,|Fónagy|
False,|B-PER|,|O|,|FÓNAGY|,|FÓNAGY|
False,|I-PER|,|O|,|JÁNOS|,|JÁNOS|
False,|B-PER|,|O|,|Úr|,|Úr|
False,|B-ORG|,|O|,|MOL-nak|,|MOL-nak|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|KOMÁROMI|,|KOMÁROMI|
False,|I-ORG|,|O|,|ZOLTÁN|,|ZOLTÁN|
False,|B-ORG|,|O|,|DK|,|DK|
False,|O|,|B-PER|,|Elnök|,|Elnök|
False,|B-PER|,|I-PER|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-ORG|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|RÉTVÁRI|,|RÉTVÁRI|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|BRENNER|,|BRENNER|
False,|I-PER|,|O|,|KOLOMAN|,|KOLOMAN|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-LOC|,|O|,|Kisalföldön|,|Kisalföldön|
False,|B-LOC|,|O|,|Kárpát-medencében|,|Kárpát-medencében|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-MISC|,|O|,|Paks|,|Paks|
False,|I-MISC|,|O|,|II.-t|,|II.-t|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|I-PER|,|O|,|ZSÓFIA|,|ZSÓFIA|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-LOC|,|O|,|Ukrajnán|,|Ukrajnán|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|KOMJÁTHI|,|KOMJÁTHI|
False,|I-PER|,|O|,|IMRE|,|IMRE|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-MISC|,|O|,|Egy|,|Egy|
False,|I-MISC|,|O|,|magyar|,|magyar|
False,|I-MISC|,|O|,|édesanya|,|édesanya|
False,|B-MISC|,|B-ORG|,|Normixra|,|Normixra|
False,|B-ORG|,|O|,|Normix|,|Normix|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|Parancsoljon|,|Parancsoljon|
False,|B-PER|,|O|,|RÉTVÁRI|,|RÉTVÁRI|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-ORG|,|O|,|Normix|,|Normix|
False,|B-ORG|,|O|,|NEAK|,|NEAK|
False,|B-ORG|,|O|,|NEAK|,|NEAK|
False,|B-ORG|,|O|,|NEAK|,|NEAK|
False,|B-ORG|,|O|,|NEAK|,|NEAK|
False,|B-MISC|,|O|,|NEAK-os|,|NEAK-os|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-PER|,|Mi|,|Mi|
False,|B-PER|,|I-PER|,|Hazánk|,|Hazánk|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-LOC|,|B-ORG|,|Mi|,|Mi|
False,|I-LOC|,|I-ORG|,|Hazánk|,|Hazánk|
False,|B-ORG|,|B-LOC|,|Ukrajna|,|Ukrajna|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|VARGHA|,|VARGHA|
False,|I-PER|,|O|,|TAMÁS|,|TAMÁS|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|Országgyűlésben|,|Országgyűlésben|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-LOC|,|O|,|Ukrajnába|,|Ukrajnába|
False,|B-ORG|,|B-LOC|,|Oroszország|,|Oroszország|
False,|O|,|B-ORG|,|Házban|,|Házban|
False,|B-ORG|,|B-LOC|,|Magyarországnak|,|Magyarországnak|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Ukrajna|,|Ukrajna|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Miniszterhelyettes|,|Miniszterhelyettes|
False,|I-PER|,|O|,|Úr|,|Úr|
False,|B-PER|,|O|,|FARKAS|,|FARKAS|
False,|I-PER|,|O|,|SÁNDOR|,|SÁNDOR|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|BAKOS|,|BAKOS|
False,|I-ORG|,|O|,|BERNADETT|,|BERNADETT|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-MISC|,|O|,|Fenntartható|,|Fenntartható|
False,|I-MISC|,|O|,|fejlődés|,|fejlődés|
False,|I-MISC|,|O|,|bizottságában|,|bizottságában|
False,|I-MISC|,|O|,|vita|,|vita|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|I-PER|,|O|,|ZSÓFIA|,|ZSÓFIA|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-MISC|,|O|,|Fenntartható|,|Fenntartható|
False,|I-MISC|,|O|,|fejlődés|,|fejlődés|
False,|I-MISC|,|O|,|bizottsága|,|bizottsága|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Dunai|,|Dunai|
False,|I-PER|,|O|,|Mónika|,|Mónika|
False,|B-MISC|,|O|,|KRESZ|,|KRESZ|
False,|B-ORG|,|O|,|DUNAI|,|DUNAI|
False,|I-ORG|,|O|,|MÓNIKA|,|MÓNIKA|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-MISC|,|O|,|KRESZ-ben|,|KRESZ-ben|
False,|B-MISC|,|O|,|KRESZ|,|KRESZ|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|I-PER|,|O|,|ZSÓFIA|,|ZSÓFIA|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-MISC|,|O|,|KRESZ|,|KRESZ|
False,|B-MISC|,|O|,|KRESZ|,|KRESZ|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-ORG|,|O|,|Miniszterelnökséget|,|Miniszterelnökséget|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|VEJKEY|,|VEJKEY|
False,|I-ORG|,|O|,|IMRE|,|IMRE|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-MISC|,|O|,|SOLTÉSZ|,|SOLTÉSZ|
False,|I-MISC|,|O|,|MIKLÓS|,|MIKLÓS|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|DK-nál|,|DK-nál|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-ORG|,|O|,|HEGEDÜS|,|HEGEDÜS|
False,|I-ORG|,|O|,|ANDREA|,|ANDREA|
False,|B-ORG|,|O|,|DK|,|DK|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-ORG|,|O|,|Pedagógusok|,|Pedagógusok|
False,|I-ORG|,|O|,|Szakszervezetének|,|Szakszervezetének|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|RÉTVÁRI|,|RÉTVÁRI|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-PER|,|B-ORG|,|Maruzsa|,|Maruzsa|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|OVÁDI|,|OVÁDI|
False,|I-PER|,|O|,|PÉTER|,|PÉTER|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-MISC|,|O|,|Az|,|Az|
False,|I-MISC|,|O|,|ott|,|ott|
False,|I-MISC|,|O|,|folyó|,|folyó|
False,|I-MISC|,|O|,|nemzetközi|,|nemzetközi|
False,|I-MISC|,|O|,|ismertségű|,|ismertségű|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-PER|,|O|,|VITÁLYOS|,|VITÁLYOS|
False,|I-PER|,|O|,|ESZTER|,|ESZTER|
False,|B-PER|,|B-ORG|,|Képviselő|,|Képviselő|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Képviselő|,|Képviselő|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Napirend|,|Napirend|
False,|B-MISC|,|O|,|Választókerületi|,|Választókerületi|
False,|I-MISC|,|O|,|ügyek|,|ügyek|
False,|B-PER|,|O|,|TUZSON|,|TUZSON|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-LOC|,|O|,|Dunakeszi|,|Dunakeszi|
False,|B-LOC|,|O|,|Fót|,|Fót|
False,|B-ORG|,|O|,|M2-est|,|M2-est|
False,|B-ORG|,|O|,|M3-assal|,|M3-assal|
False,|B-LOC|,|O|,|Dunakeszi|,|Dunakeszi|
False,|B-ORG|,|B-PER|,|Krisztus|,|Krisztus|
False,|I-ORG|,|I-PER|,|Király|,|Király|
False,|I-ORG|,|I-PER|,|Iskola|,|Iskola|
False,|B-LOC|,|O|,|Dunakeszi|,|Dunakeszi|
False,|B-LOC|,|O|,|Göd|,|Göd|
False,|B-LOC|,|O|,|Gödön|,|Gödön|
False,|B-LOC|,|B-ORG|,|Huzella|,|Huzella|
False,|I-LOC|,|I-ORG|,|Kert|,|Kert|
False,|B-PER|,|O|,|Huzella|,|Huzella|
False,|B-PER|,|O|,|Huzella|,|Huzella|
False,|B-ORG|,|O|,|Füvészkerthez|,|Füvészkerthez|
False,|B-MISC|,|B-PER|,|Huzella|,|Huzella|
False,|I-MISC|,|I-PER|,|Kertet|,|Kertet|
False,|B-ORG|,|O|,|Füvészkert|,|Füvészkert|
False,|B-LOC|,|O|,|Göd|,|Göd|
False,|B-LOC|,|O|,|Gödön|,|Gödön|
False,|B-LOC|,|O|,|Dunakanyar|,|Dunakanyar|
False,|B-MISC|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Napirend|,|Napirend|
False,|B-MISC|,|O|,|Mi|,|Mi|
False,|I-MISC|,|O|,|történik|,|történik|
False,|I-MISC|,|B-LOC|,|Újpesten|,|Újpesten|
False,|I-MISC|,|O|,|?|,|?|
False,|B-PER|,|O|,|VARJU|,|VARJU|
False,|I-PER|,|O|,|LÁSZLÓ|,|LÁSZLÓ|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-LOC|,|O|,|Újpesten|,|Újpesten|
False,|B-LOC|,|O|,|XIII.|,|XIII.|
False,|I-LOC|,|O|,|kerületben|,|kerületben|
False,|B-LOC|,|B-ORG|,|Országház|,|Országház|
False,|B-LOC|,|O|,|Újpesten|,|Újpesten|
False,|B-MISC|,|O|,|Nyárindító|,|Nyárindító|
False,|I-MISC|,|O|,|plusz|,|plusz|
False,|I-MISC|,|O|,|jutalom|,|jutalom|
False,|B-MISC|,|O|,|Itt|,|Itt|
False,|I-MISC|,|O|,|a|,|a|
False,|I-MISC|,|O|,|városvezetés|,|városvezetés|
False,|I-MISC|,|O|,|által|,|által|
False,|I-MISC|,|O|,|megálmodott|,|megálmodott|
False,|B-LOC|,|O|,|Balaton-partról|,|Balaton-partról|
False,|B-LOC|,|B-ORG|,|Újpesten|,|Újpesten|
False,|B-MISC|,|O|,|Egészséges|,|Egészséges|
False,|I-MISC|,|B-LOC|,|Budapest|,|Budapest|
False,|B-MISC|,|O|,|Nyárindító|,|Nyárindító|
False,|I-MISC|,|O|,|plusz|,|plusz|
False,|I-MISC|,|O|,|jutalom|,|jutalom|
