mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|[]|,|NOUN|,ELNÖK,ELNÖK
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|DET|,|DET|,|[]|,|PRON|,|Ebben|,|Ebben|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Néppárt|,|Néppárt|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|PRON|,|Miként|,|Miként|
False,|PROPN|,|PROPN|,|[]|,|NUM|,|16.00|,|16.00|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|ADV|,|ADV|,|[]|,|PRON|,|Amikor|,|Amikor|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADJ|,|PRON|,|[]|,|NUM|,|mindannyian|,|mindannyian|
False,|NOUN|,|PRON|,|[]|,|PRON|,|azokra|,|azokra|
False,|ADV|,|ADV|,|[]|,|PRON|,|Azóta|,|Azóta|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|NOUN|,|NOUN|,|[]|,|NUM|,|néhányra|,|néhányra|
False,|PRON|,|PRON|,|[]|,|NUM|,|mindannyian|,|mindannyian|
False,|DET|,|DET|,|[]|,|NUM|,|többek|,|többek|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|AUX|,|AUX|,|[]|,|VERB|,|fog|,|fog|
False,|DET|,|DET|,|[]|,|NUM|,|sok|,|sok|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mindez|,|mindez|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|DET|,|PRON|,|[]|,|PRON|,|azt|,|azt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kereszténydemokrata|,|Kereszténydemokrata|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Néppárt|,|Néppárt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|mégis|,|mégis|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|ADJ|,|PRON|,|[]|,|PRON|,|olyan|,|olyan|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Vinnai|,|Vinnai|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Frakcióvezető|,|Frakcióvezető|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Alaptörvényünkben|,|Alaptörvényünkben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Hiszékeny|,|Hiszékeny|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Frakcióvezető|,|Frakcióvezető|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|ezekből|,|ezekből|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|DET|,|DET|,|[]|,|ADV|,|többet|,|többet|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|ADV|,|ADV|,|[]|,|ADV|,|legjobban|,|legjobban|
False,|ADV|,|ADV|,|[]|,|ADV|,|legjobban|,|legjobban|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióban|,|Unióban|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|DET|,|DET|,|[]|,|NUM|,|többen|,|többen|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Azért|,|Azért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Számunkra|,|Számunkra|
False,|NOUN|,|PROPN|,|[]|,|PROPN|,|Fidesz-KDNP-kormányra|,|Fidesz-KDNP-kormányra|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|egyrészt|,|egyrészt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|ADV|,|ADV|,|[]|,|ADV|,|másrészt|,|másrészt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanakkor|,|ugyanakkor|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Vadai|,|Vadai|
False,|ADV|,|ADV|,|[]|,|PRON|,|Hogyan|,|Hogyan|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|ADV|,|ADV|,|[]|,|PRON|,|Meddig|,|Meddig|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszterelnök|,|Miniszterelnök|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|VERB|,|VERB|,|[]|,|VERB|,|elfogadjáke|,|elfogadjáke|
False,|PRON|,|PRON|,|[]|,|ADP|,|köztük|,|köztük|
False,|ADV|,|ADV|,|[]|,|PRON|,|Akkor|,|Akkor|
False,|PROPN|,|NUM|,|[]|,|NUM|,|16.10|,|16.10|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Z.|,|Z.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Kárpát|,|Kárpát|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszterelnök|,|Miniszterelnök|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Z.|,|Z.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Kárpát|,|Kárpát|
False,|ADJ|,|ADJ|,|[]|,|VERB|,|elfogadjáke|,|elfogadjáke|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Moraj|,|Moraj|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|PRON|,|PRON|,|[]|,|ADP|,|köztük|,|köztük|
False,|ADV|,|ADV|,|[]|,|PRON|,|hol|,|hol|
False,|VERB|,|NUM|,|[]|,|NOUN|,|Há|,|Há|
False,|ADJ|,|NOUN|,|[]|,|VERB|,|mé|,|mé|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszter|,|Miniszter|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Navracsics|,|Navracsics|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öné|,|öné|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|KOLOMAN|,|KOLOMAN|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Miniszter|,|Miniszter|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|semmilyen|,|semmilyen|
False,|PRON|,|PRON|,|[]|,|ADP|,|közöttünk|,|közöttünk|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öntől|,|öntől|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióval|,|Unióval|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|PROPN|,|NOUN|,|[]|,|NOUN|,|Álláspont|,|Álláspont|
False,|ADV|,|ADV|,|[]|,|ADV|,|hamarabb|,|hamarabb|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|NUM|,|többek|,|többek|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezúttal|,|ezúttal|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|túlhatalom|,|túlhatalom|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|VERB|,|VERB|,|[]|,|VERB|,|értjüke|,|értjüke|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ügyészségbe|,|Ügyészségbe|
False,|ADV|,|ADV|,|[]|,|ADJ|,|Jól|,|Jól|
False,|VERB|,|VERB|,|[]|,|VERB|,|értjüke|,|értjüke|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Médiatanácsba|,|Médiatanácsba|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|hajlandóake|,|hajlandóake|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|ADJ|,|ADV|,|[]|,|PRON|,|olyan|,|olyan|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|PRON|,|PRON|,|[]|,|ADJ|,|egyik|,|egyik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Navracsics|,|Navracsics|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|NAVRACSICS|,|NAVRACSICS|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Képviselőtársam|,|Képviselőtársam|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PRON|,|PRON|,|[]|,|ADV|,|ugyanezen|,|ugyanezen|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióból|,|Unióból|
False,|ADV|,|PRON|,|[]|,|PRON|,|ennyire|,|ennyire|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióval|,|Unióval|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanott|,|ugyanott|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|AUX|,|VERB|,|[]|,|VERB|,|voltam|,|voltam|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|mintha|,|mintha|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|NUM|,|sok|,|sok|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Neelie|,|Neelie|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Kroesszal|,|Kroesszal|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Redinggel|,|Redinggel|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|igaza|,|igaza|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|igaza|,|igaza|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|igaza|,|igaza|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADJ|,|PRON|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|NOUN|,|PRON|,|[]|,|PRON|,|nekünk|,|nekünk|
False,|VERB|,|ADJ|,|[]|,|ADJ|,|igazunk|,|igazunk|
False,|ADJ|,|PRON|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|VERB|,|VERB|,|[]|,|ADJ|,|igazunk|,|igazunk|
False,|ADV|,|ADV|,|[]|,|ADP|,|Szerintem|,|Szerintem|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|DET|,|DET|,|[]|,|PRON|,|semmi|,|semmi|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ügyészséghez|,|Ügyészséghez|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Codru?a|,|Codru?a|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ügyészséghez|,|Ügyészséghez|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ügyészséggel|,|Ügyészséggel|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|KOLOMAN|,|KOLOMAN|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|ADV|,|ADV|,|[]|,|PRON|,|ki|,|ki|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|milyen|,|milyen|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|ORF-en|,|ORF-en|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|DET|,|PRON|,|[]|,|PRON|,|azt|,|azt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Dúró|,|Dúró|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Hány|,|Hány|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|VERB|,|VERB|,|[]|,|VERB|,|érzie|,|érzie|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Néppárthoz|,|Néppárthoz|
False,|ADV|,|ADV|,|[]|,|PRON|,|aztán|,|aztán|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|túlhatalmat|,|túlhatalmat|
False,|NOUN|,|ADJ|,|[]|,|NUM|,|többre|,|többre|
False,|DET|,|DET|,|[]|,|PRON|,|ezekre|,|ezekre|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|NAVRACSICS|,|NAVRACSICS|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|ORF-en|,|ORF-en|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Televízió|,|Televízió|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Derültség|,|Derültség|
False,|PRON|,|PRON|,|[]|,|ADP|,|köztük|,|köztük|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|ORF-et|,|ORF-et|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|VERB|,|[]|,|VERB|,|vagyok|,|vagyok|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Momentum|,|Momentum|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Tude|,|Tude|
False,|ADV|,|ADV|,|[]|,|NUM|,|kétszer|,|kétszer|
False,|PRON|,|DET|,|[]|,|ADV|,|ugyanabba|,|ugyanabba|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Momentum|,|Momentum|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Utóbbi|,|Utóbbi|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
