huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ellátást|,|ellátást|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|koronavírus-járvány|,|koronavírus-járvány|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elmúlt|,|elmúlt|
True,|O|,|O|,|évek|,|évek|
True,|O|,|O|,|tapasztalatai|,|tapasztalatai|
True,|O|,|O|,|alapján|,|alapján|
True,|O|,|O|,|nagyon|,|nagyon|
True,|O|,|O|,|sok|,|sok|
True,|O|,|O|,|mindenben|,|mindenben|
True,|O|,|O|,|tervezhetetlenné|,|tervezhetetlenné|
True,|O|,|O|,|tette|,|tette|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|jövőbeli|,|jövőbeli|
True,|O|,|O|,|ellátást|,|ellátást|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Jobboldali|,|Jobboldali|
True,|O|,|O|,|konzervatív|,|konzervatív|
True,|O|,|O|,|pártként|,|pártként|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|elkötelezett|,|elkötelezett|
True,|O|,|O|,|amellett|,|amellett|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|jól|,|jól|
True,|O|,|O|,|finanszírozott|,|finanszírozott|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|erős|,|erős|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|robusztus|,|robusztus|
True,|O|,|O|,|állami|,|állami|
True,|O|,|O|,|ellátás|,|ellátás|
True,|O|,|O|,|legyen|,|legyen|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amely|,|amely|
True,|O|,|O|,|állami|,|állami|
True,|O|,|O|,|ellátásban|,|ellátásban|
True,|O|,|O|,|megfelelően|,|megfelelően|
True,|O|,|O|,|finanszírozzák|,|finanszírozzák|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|betegellátást|,|betegellátást|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházak|,|kórházak|
True,|O|,|O|,|annyi|,|annyi|
True,|O|,|O|,|pénzt|,|pénzt|
True,|O|,|O|,|kapnak|,|kapnak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amennyi|,|amennyi|
True,|O|,|O|,|szükséges|,|szükséges|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|így|,|így|
True,|O|,|O|,|elkerülhetők|,|elkerülhetők|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|várólisták|,|várólisták|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|illetve|,|illetve|
True,|O|,|O|,|elkerülhetők|,|elkerülhetők|
True,|O|,|O|,|azok|,|azok|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|események|,|események|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyek|,|amelyek|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elmúlt|,|elmúlt|
True,|O|,|O|,|időszakban|,|időszakban|
True,|O|,|O|,|napvilágot|,|napvilágot|
True,|O|,|O|,|láttak|,|láttak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|legyen|,|legyen|
True,|O|,|O|,|szó|,|szó|
True,|O|,|O|,|akár|,|akár|
True,|O|,|O|,|szülészeti|,|szülészeti|
True,|O|,|O|,|osztályok|,|osztályok|
True,|O|,|O|,|napokra|,|napokra|
True,|O|,|O|,|szóló|,|szóló|
True,|O|,|O|,|bezárásáról|,|bezárásáról|
True,|O|,|O|,|vagy|,|vagy|
True,|O|,|O|,|egyes|,|egyes|
True,|O|,|O|,|betegek|,|betegek|
True,|O|,|O|,|más|,|más|
True,|O|,|O|,|kórházakba|,|kórházakba|
True,|O|,|O|,|való|,|való|
True,|O|,|O|,|küldéséről|,|küldéséről|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Egy|,|Egy|
True,|O|,|O|,|biztos|,|biztos|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|abban|,|abban|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|elkötelezettnek|,|elkötelezettnek|
True,|O|,|O|,|kell|,|kell|
True,|O|,|O|,|lenni|,|lenni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|azok|,|azok|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|vállalkozások|,|vállalkozások|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|legfőképp|,|legfőképp|
True,|O|,|O|,|kisvállalkozások|,|kisvállalkozások|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|mikrovállalkozások|,|mikrovállalkozások|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyek|,|amelyek|
True,|O|,|O|,|beszállítók|,|beszállítók|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|év|,|év|
True,|O|,|O|,|végéig|,|végéig|
True,|O|,|O|,|várnak|,|várnak|
True,|O|,|O|,|folyamatosan|,|folyamatosan|
True,|O|,|O|,|hónapokat|,|hónapokat|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|saját|,|saját|
True,|O|,|O|,|díjaik|,|díjaik|
True,|O|,|O|,|megfizetésére|,|megfizetésére|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|biztonságban|,|biztonságban|
True,|O|,|O|,|legyenek|,|legyenek|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|részükre|,|részükre|
True,|O|,|O|,|időben|,|időben|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|megfelelő|,|megfelelő|
True,|O|,|O|,|finanszírozás|,|finanszírozás|
True,|O|,|O|,|jusson|,|jusson|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Mindezekre|,|Mindezekre|
True,|O|,|O|,|tekintettel|,|tekintettel|
True,|O|,|O|,|kérdezem|,|kérdezem|
True,|O|,|O|,|tisztelt|,|tisztelt|
True,|O|,|O|,|miniszter|,|miniszter|
True,|O|,|O|,|urat|,|urat|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|változike|,|változike|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|állami|,|állami|
True,|O|,|O|,|kórházak|,|kórházak|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|rendelőintézetek|,|rendelőintézetek|
True,|O|,|O|,|finanszírozása|,|finanszírozása|
True,|O|,|O|,|ebben|,|ebben|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|évben|,|évben|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Megkapjáke|,|Megkapjáke|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|összeget|,|összeget|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amellyel|,|amellyel|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|tudják|,|tudják|
True,|O|,|O|,|akadályozni|,|akadályozni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tartozások|,|tartozások|
True,|O|,|O|,|felhalmozódását|,|felhalmozódását|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Mekkora|,|Mekkora|
True,|O|,|O|,|költségnövekedést|,|költségnövekedést|
True,|O|,|O|,|okozhat|,|okozhat|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházaknak|,|kórházaknak|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|infláció|,|infláció|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|forintgyengülés|,|forintgyengülés|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Mit|,|Mit|
True,|O|,|O|,|kíván|,|kíván|
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|ellen|,|ellen|
True,|O|,|O|,|tenni|,|tenni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Lesze|,|Lesze|
True,|O|,|O|,|év|,|év|
True,|O|,|O|,|közbeni|,|közbeni|
True,|O|,|O|,|nagyobb|,|nagyobb|
True,|O|,|O|,|tartozásrendezés|,|tartozásrendezés|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|beszállítók|,|beszállítók|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|így|,|így|
True,|O|,|O|,|különösen|,|különösen|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ott|,|ott|
True,|O|,|O|,|szolgáltatást|,|szolgáltatást|
True,|O|,|O|,|nyújtó|,|nyújtó|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|gyógyító-ápoló|,|gyógyító-ápoló|
True,|O|,|O|,|munkát|,|munkát|
True,|O|,|O|,|végző|,|végző|
True,|O|,|O|,|vállalkozások|,|vállalkozások|
True,|O|,|O|,|felé|,|felé|
True,|O|,|O|,|rendezni|,|rendezni|
True,|O|,|O|,|tudják|,|tudják|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházak|,|kórházak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tartozásukat|,|tartozásukat|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Várom|,|Várom|
True,|O|,|O|,|őszinte|,|őszinte|
True,|O|,|O|,|válaszát|,|válaszát|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|soraiban|,|soraiban.|
huspacy,|O|,,|.|,
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|ELNÖK|,|ELNÖK|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|képviselő|,|képviselő|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Válaszadásra|,|Válaszadásra|
True,|O|,|O|,|megadom|,|megadom|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,|államtitkár|,|államtitkár|
True,|O|,|O|,|úrnak|,|úrnak|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|belügyminisztériumi|,|belügyminisztériumi|
True,|O|,|O|,|államtitkár|,|államtitkár|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|elnök|,|elnök|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Úr|,|Úr|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Ha|,|Ha|
True,|O|,|O|,|átlátható|,|átlátható|
True,|O|,|O|,|gazdálkodásról|,|gazdálkodásról|
True,|O|,|O|,|beszélünk|,|beszélünk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|akkor|,|akkor|
True,|O|,|O|,|biztos|,|biztos|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kell|,|kell|
True,|O|,|O|,|tanácsot|,|tanácsot|
True,|O|,|O|,|kérnünk|,|kérnünk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hiszen|,|hiszen|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|elmondta|,|elmondta|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|önöknek|,|önöknek|
True,|O|,|O|,|2019-ben|,|2019-ben|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|2020-ban|,|2020-ban|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|sikerült|,|sikerült|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|átlátható|,|átlátható|
True,|O|,|O|,|módon|,|módon|
True,|O|,|O|,|tevékenykedni|,|tevékenykedni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|törvényesen|,|törvényesen|
True,|O|,|O|,|felhasználni|,|felhasználni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|forrásaikat|,|forrásaikat|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|S|,|S|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|megtörtént|,|megtörtént|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ami|,|ami|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|párttörténetben|,|párttörténetben|
True,|O|,|O|,|talán|,|talán|
True,|O|,|O|,|óta|,|óta|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,|jellemző|,|jellemző|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|elnöke|,|elnöke|
True,|O|,|O|,|aki|,|aki|
True,|O|,|O|,|most|,|most|
True,|O|,|O|,|bujkál|,|bujkál|
True,|O|,|O|,|itt|,|itt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|parlamentből|,|parlamentből|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|saját|,|saját|
True,|O|,|O|,|alelnökét|,|alelnökét|
True,|O|,|O|,|jelentette|,|jelentette|
True,|O|,|O|,|fel|,|fel|
True,|O|,|O|,|azért|,|azért|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|szerinte|,|szerinte|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|törvényesen|,|törvényesen|
True,|O|,|O|,|bánt|,|bánt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|közpénzekkel|,|közpénzekkel|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Aztán|,|Aztán|
True,|O|,|O|,|kiderült|,|kiderült|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|persze|,|persze|
True,|O|,|O|,|lehet|,|lehet|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|mégsem|,|mégsem|
True,|O|,|O|,|jelentette|,|jelentette|
True,|O|,|O|,|föl|,|föl|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Azóta|,|Azóta|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|tudjuk|,|tudjuk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|állítás|,|állítás|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|esetleg|,|esetleg|
True,|O|,|O|,|feljelentette|,|feljelentette|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|saját|,|saját|
True,|O|,|O|,|alelnökét|,|alelnökét|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|igaz|,|igaz|
True,|O|,|O|,|volte|,|volte|
True,|O|,|O|,|vagy|,|vagy|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Azt|,|Azt|
True,|O|,|O|,|biztosan|,|biztosan|
True,|O|,|O|,|tudjuk|,|tudjuk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|zaklatási|,|zaklatási|
True,|O|,|O|,|ügyekben|,|ügyekben|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|szoktak|,|szoktak|
True,|O|,|O|,|feljelentést|,|feljelentést|
True,|O|,|O|,|tenni|,|tenni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ha|,|ha|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|párton|,|párton|
True,|O|,|O|,|belül|,|belül|
True,|O|,|O|,|történik|,|történik|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|de|,|de|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|látszik|,|látszik|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|közpénzügyekben|,|közpénzügyekben|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ennyit|,|Ennyit|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|átlátható|,|átlátható|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|törvényes|,|törvényes|
True,|O|,|O|,|működéséről|,|működéséről|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Maradt|,|Maradt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|csak|,|csak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pozíció-|,|pozíció-|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|pénzharc|,|pénzharc|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ami|,|Ami|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egészségügyet|,|egészségügyet|
True,|O|,|O|,|illeti|,|illeti|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|baloldalnak|,|baloldalnak|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|programja|,|programja|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházakkal|,|kórházakkal|
True,|O|,|O|,|kapcsolatban|,|kapcsolatban|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|futottak|,|futottak|
True,|O|,|O|,|volna|,|volna|
True,|O|,|O|,|neki|,|neki|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|esetleges|,|esetleges|
True,|O|,|O|,|költségek|,|költségek|
True,|O|,|O|,|csökkentésének|,|csökkentésének|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházak|,|kórházak|
True,|O|,|O|,|45|,|45|
True,|O|,|O|,|százalékát|,|százalékát|
True,|O|,|O|,|bezárták|,|bezárták|
True,|O|,|O|,|volna|,|volna|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Aztán|,|Aztán|
True,|O|,|O|,|azóta|,|azóta|
True,|O|,|O|,|ezt|,|ezt|
True,|O|,|O|,|már|,|már|
True,|O|,|O|,|bővítették|,|bővítették|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|elmondta|,|elmondta|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egyik|,|egyik|
True,|O|,|O|,|politikusuk|,|politikusuk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|aki|,|aki|
True,|O|,|O|,|itt|,|itt|
True,|O|,|O|,|ül|,|ül|
True,|O|,|O|,|önökkel|,|önökkel|
True,|O|,|O|,|együtt|,|együtt|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ellenzék|,|ellenzék|
True,|O|,|O|,|padsoraiban|,|padsoraiban|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|45|,|45|
True,|O|,|O|,|százalékát|,|százalékát|
True,|O|,|O|,|kell|,|kell|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházaknak|,|kórházaknak|
True,|O|,|O|,|bezárni|,|bezárni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hanem|,|hanem|
True,|O|,|O|,|nagyobb|,|nagyobb|
True,|O|,|O|,|részét|,|részét|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Azt|,|Azt|
True,|O|,|O|,|pedig|,|pedig|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|vezetőjétől|,|vezetőjétől|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|számtalanszor|,|számtalanszor|
True,|O|,|O|,|hallottuk|,|hallottuk|
True,|O|,|O|,|itt|,|itt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|újra|,|újra|
True,|O|,|O|,|bevezetné|,|bevezetné|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|vizitdíjat|,|vizitdíjat|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|érdemi|,|érdemi|
True,|O|,|O|,|reform|,|reform|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ma|,|ma|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|megtenné|,|megtenné|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|S|,|S|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|miniszterelnök-jelöltje|,|miniszterelnök-jelöltje|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|elmondta|,|elmondta|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ingyenes|,|ingyenes|
True,|O|,|O|,|egészségügy|,|egészségügy|
True,|O|,|O|,|igazából|,|igazából|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|illúzió|,|illúzió|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ráadásul|,|Ráadásul|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|miniszterelnök-jelöltje|,|miniszterelnök-jelöltje|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,|frakcióvezetőjükkel|,|frakcióvezetőjükkel|
True,|O|,|O|,|közösen|,|közösen|
True,|O|,|O|,|beszélgette|,|beszélgette|
True,|O|,|O|,|ezt|,|ezt|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|valamikor|,|valamikor|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amikor|,|amikor|
True,|O|,|O|,|ezt|,|ezt|
True,|O|,|O|,|utána|,|utána|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|videóban|,|videóban|
True,|O|,|O|,|láthattuk|,|láthattuk|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tehát|,|Tehát|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|röviden|,|röviden|
True,|O|,|O|,|összefoglalva|,|összefoglalva|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|kevesebb|,|kevesebb|
True,|O|,|O|,|kórház|,|kórház|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|emberek|,|emberek|
True,|O|,|O|,|részéről|,|részéről|
True,|O|,|O|,|több|,|több|
True,|O|,|O|,|befizetés|,|befizetés|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|volt|,|volt|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|receptje|,|receptje|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egészségügyben|,|egészségügyben|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ezzel|,|Ezzel|
True,|O|,|O|,|szemben|,|szemben|
True,|O|,|O|,|mi|,|mi|
True,|O|,|O|,|minden|,|minden|
True,|O|,|O|,|évet|,|évet|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|zártunk|,|zártunk|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egészségügyben|,|egészségügyben|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|nullával|,|nullával|
True,|O|,|O|,|fordultak|,|fordultak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházak|,|kórházak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|maradt|,|maradt|
True,|O|,|O|,|semmiféle|,|semmiféle|
True,|O|,|O|,|kintlévőségük|,|kintlévőségük|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|tervezzük|,|tervezzük|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|későbbiekben|,|későbbiekben|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|következő|,|következő|
True,|O|,|O|,|időszakban|,|időszakban|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ha|,|ha|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kórházaknak|,|kórházaknak|
True,|O|,|O|,|bármilyen|,|bármilyen|
True,|O|,|O|,|kintlévőségük|,|kintlévőségük|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,|előbb-utóbb|,|előbb-utóbb|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ahogy|,|ahogy|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|előző|,|előző|
True,|O|,|O|,|években|,|években|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|most|,|most|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|igyekeztünk|,|igyekeztünk|
True,|O|,|O|,|nullára|,|nullára|
True,|O|,|O|,|levinni|,|levinni|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ön|,|Ön|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|tudja|,|tudja|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|koronavírus-járvány|,|koronavírus-járvány|
True,|O|,|O|,|teljes|,|teljes|
True,|O|,|O|,|mértékben|,|mértékben|
